"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.0291808519859127,314,53,4,0.0754716981132075,0.0127388535031847,"GO:1901342","GO:BP","regulation of vasculature development",25907,21126,"GO:0001944;GO:2000026"
"query_1",TRUE,0.0291808519859127,154,53,3,0.0566037735849057,0.0194805194805195,"GO:0002687","GO:BP","positive regulation of leukocyte migration",25907,1203,"GO:0002684;GO:0002685;GO:0030335;GO:0050900"
"query_1",TRUE,0.0291808519859127,2,53,1,0.0188679245283019,0.5,"GO:0034442","GO:BP","regulation of lipoprotein oxidation",25907,8572,"GO:0042161;GO:0050746"
"query_1",TRUE,0.0291808519859127,2,53,1,0.0188679245283019,0.5,"GO:0034127","GO:BP","regulation of MyD88-independent toll-like receptor signaling pathway",25907,8372,"GO:0002756;GO:0034121"
"query_1",TRUE,0.0291808519859127,45,53,2,0.0377358490566038,0.0444444444444444,"GO:0002920","GO:BP","regulation of humoral immune response",25907,1428,"GO:0006959;GO:0050776"
"query_1",TRUE,0.0291808519859127,2,53,1,0.0188679245283019,0.5,"GO:0001868","GO:BP","regulation of complement activation, lectin pathway",25907,503,"GO:0001867;GO:0030449;GO:0045088"
"query_1",TRUE,0.0291808519859127,2,53,1,0.0188679245283019,0.5,"GO:2000448","GO:BP","positive regulation of macrophage migration inhibitory factor signaling pathway",25907,25320,"GO:0001961;GO:0035691;GO:2000446"
"query_1",TRUE,0.0291808519859127,2,53,1,0.0188679245283019,0.5,"GO:0001970","GO:BP","positive regulation of activation of membrane attack complex",25907,574,"GO:0001905;GO:0001969;GO:0045917"
"query_1",TRUE,0.0297480469097684,47,53,2,0.0377358490566038,0.0425531914893617,"GO:0043368","GO:BP","positive T cell selection",25907,10549,"GO:0045058"
"query_1",TRUE,0.0307348468816837,48,53,2,0.0377358490566038,0.0416666666666667,"GO:1902622","GO:BP","regulation of neutrophil migration",25907,22088,"GO:0002685;GO:1990266"
"query_1",TRUE,0.0307348468816837,48,53,2,0.0377358490566038,0.0416666666666667,"GO:0001774","GO:BP","microglial cell activation",25907,437,"GO:0002269;GO:0042116;GO:0061900"
"query_1",TRUE,0.0308335837203604,1578,53,9,0.169811320754717,0.00570342205323194,"GO:0009967","GO:BP","positive regulation of signal transduction",25907,3790,"GO:0007165;GO:0009966;GO:0010647;GO:0023056;GO:0048584"
"query_1",TRUE,0.0316494501870187,163,53,3,0.0566037735849057,0.0184049079754601,"GO:0051250","GO:BP","negative regulation of lymphocyte activation",25907,13415,"GO:0002695;GO:0046649;GO:0051249"
"query_1",TRUE,0.0316494501870187,49,53,2,0.0377358490566038,0.0408163265306122,"GO:0031646","GO:BP","positive regulation of nervous system process",25907,7216,"GO:0031644;GO:0050877;GO:0051240"
"query_1",TRUE,0.0338774701508441,51,53,2,0.0377358490566038,0.0392156862745098,"GO:0002269","GO:BP","leukocyte activation involved in inflammatory response",25907,799,"GO:0006954;GO:0045321"
"query_1",TRUE,0.0338774701508441,51,53,2,0.0377358490566038,0.0392156862745098,"GO:0002455","GO:BP","humoral immune response mediated by circulating immunoglobulin",25907,976,"GO:0006959;GO:0016064"
"query_1",TRUE,0.0350394123623454,52,53,2,0.0377358490566038,0.0384615384615385,"GO:0032757","GO:BP","positive regulation of interleukin-8 production",25907,7746,"GO:0001819;GO:0032637;GO:0032677"
"query_1",TRUE,0.0359838938040228,172,53,3,0.0566037735849057,0.0174418604651163,"GO:0032680","GO:BP","regulation of tumor necrosis factor production",25907,7671,"GO:0032640;GO:1903555"
"query_1",TRUE,0.0359838938040228,172,53,3,0.0566037735849057,0.0174418604651163,"GO:0032640","GO:BP","tumor necrosis factor production",25907,7632,"GO:0071706"
"query_1",TRUE,0.0364154138470967,173,53,3,0.0566037735849057,0.0173410404624277,"GO:0042129","GO:BP","regulation of T cell proliferation",25907,9892,"GO:0042098;GO:0050670;GO:0050863"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0035691","GO:BP","macrophage migration inhibitory factor signaling pathway",25907,9098,"GO:0019221"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0034758","GO:BP","positive regulation of iron ion transport",25907,8662,"GO:0006826;GO:0034756;GO:0043270"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0034439","GO:BP","lipoprotein lipid oxidation",25907,8569,"GO:0034440;GO:0042161"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0034124","GO:BP","regulation of MyD88-dependent toll-like receptor signaling pathway",25907,8369,"GO:0002755;GO:0034121"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0071727","GO:BP","cellular response to triacyl bacterial lipopeptide",25907,16656,"GO:0071221;GO:0071725"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0150062","GO:BP","complement-mediated synapse pruning",25907,19857,"GO:0098883"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0071725","GO:BP","response to triacyl bacterial lipopeptide",25907,16654,"GO:0070339"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:1900245","GO:BP","positive regulation of MDA-5 signaling pathway",25907,20253,"GO:0002699;GO:0039530;GO:0039533;GO:0062208;GO:1902533"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0034761","GO:BP","positive regulation of iron ion transmembrane transport",25907,8665,"GO:0034755;GO:0034758;GO:0034759;GO:1904064"
"query_1",TRUE,0.0371117827876865,175,53,3,0.0566037735849057,0.0171428571428571,"GO:1903555","GO:BP","regulation of tumor necrosis factor superfamily cytokine production",25907,22771,"GO:0001817;GO:0071706"
"query_1",TRUE,0.0371117827876865,175,53,3,0.0566037735849057,0.0171428571428571,"GO:0071706","GO:BP","tumor necrosis factor superfamily cytokine production",25907,16639,"GO:0001816"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:1904466","GO:BP","positive regulation of matrix metallopeptidase secretion",25907,23477,"GO:0050714;GO:1904464;GO:1990773"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:1904844","GO:BP","response to L-glutamine",25907,23770,"GO:0043200;GO:1901698;GO:1901700"
"query_1",TRUE,0.0371117827876865,356,53,4,0.0754716981132075,0.0112359550561798,"GO:0019216","GO:BP","regulation of lipid metabolic process",25907,5563,"GO:0006629;GO:0080090"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0015891","GO:BP","siderophore transport",25907,4973,"GO:1901678"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:1990402","GO:BP","embryonic liver development",25907,24720,"GO:0048568"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:2000446","GO:BP","regulation of macrophage migration inhibitory factor signaling pathway",25907,25318,"GO:0001959;GO:0035691"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0002894","GO:BP","positive regulation of type II hypersensitivity",25907,1402,"GO:0002445;GO:0002885;GO:0002888;GO:0002891;GO:0002892"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0002892","GO:BP","regulation of type II hypersensitivity",25907,1400,"GO:0002445;GO:0002883;GO:0002886;GO:0002889"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0002485","GO:BP","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-dependent",25907,1006,"GO:0002484"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0001798","GO:BP","positive regulation of type IIa hypersensitivity",25907,453,"GO:0001794;GO:0001796;GO:0002894"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0001796","GO:BP","regulation of type IIa hypersensitivity",25907,451,"GO:0001794;GO:0002892"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:1902214","GO:BP","regulation of interleukin-4-mediated signaling pathway",25907,21822,"GO:0001959;GO:0035771"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0042160","GO:BP","lipoprotein modification",25907,9906,"GO:0042157"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0042161","GO:BP","lipoprotein oxidation",25907,9907,"GO:0042160"
"query_1",TRUE,0.0371117827876865,57,53,2,0.0377358490566038,0.0350877192982456,"GO:0071622","GO:BP","regulation of granulocyte chemotaxis",25907,16571,"GO:0002688;GO:0071621"
"query_1",TRUE,0.0371117827876865,57,53,2,0.0377358490566038,0.0350877192982456,"GO:0061900","GO:BP","glial cell activation",25907,15495,"GO:0001775;GO:0150076"
"query_1",TRUE,0.0371117827876865,353,53,4,0.0754716981132075,0.0113314447592068,"GO:0050727","GO:BP","regulation of inflammatory response",25907,13055,"GO:0006954;GO:0031347;GO:0032101"
"query_1",TRUE,0.0371117827876865,3,53,1,0.0188679245283019,0.333333333333333,"GO:0070340","GO:BP","detection of bacterial lipopeptide",25907,15838,"GO:0042494;GO:0070339"
"query_1",TRUE,0.0378038322279748,58,53,2,0.0377358490566038,0.0344827586206897,"GO:0071357","GO:BP","cellular response to type I interferon",25907,16379,"GO:0034340;GO:0071345"
"query_1",TRUE,0.0378038322279748,1667,53,9,0.169811320754717,0.00539892021595681,"GO:0051246","GO:BP","regulation of protein metabolic process",25907,13411,"GO:0019538;GO:0060255;GO:0080090"
"query_1",TRUE,0.0378038322279748,58,53,2,0.0377358490566038,0.0344827586206897,"GO:0060337","GO:BP","type I interferon-mediated signaling pathway",25907,14340,"GO:0071357;GO:0140888"
"query_1",TRUE,0.0389933458729644,364,53,4,0.0754716981132075,0.010989010989011,"GO:0050863","GO:BP","regulation of T cell activation",25907,13139,"GO:0042110;GO:0051249"
"query_1",TRUE,0.0401617252125127,188,53,3,0.0566037735849057,0.0159574468085106,"GO:0042552","GO:BP","myelination",25907,10150,"GO:0008366"
"query_1",TRUE,0.0409413976937659,61,53,2,0.0377358490566038,0.0327868852459016,"GO:1903409","GO:BP","reactive oxygen species biosynthetic process",25907,22655,"GO:0009058;GO:0072593"
"query_1",TRUE,0.0409413976937659,61,53,2,0.0377358490566038,0.0327868852459016,"GO:0141061","GO:BP","disruption of cell in another organism",25907,19740,"GO:0141060"
"query_1",TRUE,0.0409413976937659,61,53,2,0.0377358490566038,0.0327868852459016,"GO:0031640","GO:BP","killing of cells of another organism",25907,7210,"GO:0001906;GO:0141061"
"query_1",TRUE,0.0411991796081946,191,53,3,0.0566037735849057,0.0157068062827225,"GO:0008366","GO:BP","axon ensheathment",25907,3171,"GO:0007272"
"query_1",TRUE,0.0411991796081946,191,53,3,0.0566037735849057,0.0157068062827225,"GO:0007272","GO:BP","ensheathment of neurons",25907,2786,"GO:0007399;GO:0009987"
"query_1",TRUE,0.041507177919169,192,53,3,0.0566037735849057,0.015625,"GO:0022408","GO:BP","negative regulation of cell-cell adhesion",25907,6567,"GO:0007162;GO:0022407;GO:0098609"
"query_1",TRUE,0.041507177919169,62,53,2,0.0377358490566038,0.032258064516129,"GO:0031641","GO:BP","regulation of myelination",25907,7211,"GO:0042552;GO:0050794;GO:0051960"
"query_1",TRUE,0.041507177919169,62,53,2,0.0377358490566038,0.032258064516129,"GO:0002886","GO:BP","regulation of myeloid leukocyte mediated immunity",25907,1394,"GO:0002444;GO:0002703"
"query_1",TRUE,0.0423328035219478,1709,53,9,0.169811320754717,0.00526623756582797,"GO:0051049","GO:BP","regulation of transport",25907,13286,"GO:0006810;GO:0032879"
"query_1",TRUE,0.0423535719648543,63,53,2,0.0377358490566038,0.0317460317460317,"GO:0034340","GO:BP","response to type I interferon",25907,8515,"GO:0034097;GO:0045087"
"query_1",TRUE,0.0423535719648543,598,53,5,0.0943396226415094,0.00836120401337793,"GO:0042110","GO:BP","T cell activation",25907,9879,"GO:0046649"
"query_1",TRUE,0.0423535719648543,63,53,2,0.0377358490566038,0.0317460317460317,"GO:0045058","GO:BP","T cell selection",25907,11102,"GO:0002376;GO:0030217"
"query_1",TRUE,0.0425908465452403,1430,53,8,0.150943396226415,0.00559440559440559,"GO:0010648","GO:BP","negative regulation of cell communication",25907,4277,"GO:0007154;GO:0010646;GO:0048523"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0009115","GO:BP","xanthine catabolic process",25907,3270,"GO:0006145;GO:0046110"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0046094","GO:BP","deoxyinosine metabolic process",25907,11708,"GO:0046122"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0009114","GO:BP","hypoxanthine catabolic process",25907,3269,"GO:0006145;GO:0046100"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0042270","GO:BP","protection from natural killer cell mediated cytotoxicity",25907,9975,"GO:0045953"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0006148","GO:BP","inosine catabolic process",25907,1987,"GO:0046102;GO:0046130"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0002906","GO:BP","negative regulation of mature B cell apoptotic process",25907,1414,"GO:0002901;GO:0002903;GO:0002905"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0050748","GO:BP","negative regulation of lipoprotein metabolic process",25907,13063,"GO:0042157;GO:0050746;GO:0051248"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0002905","GO:BP","regulation of mature B cell apoptotic process",25907,1413,"GO:0002682;GO:0002901;GO:0002902"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0002901","GO:BP","mature B cell apoptotic process",25907,1409,"GO:0001782;GO:0001783"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0060336","GO:BP","negative regulation of type II interferon-mediated signaling pathway",25907,14339,"GO:0001960;GO:0060331;GO:0060333;GO:0060334"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0060331","GO:BP","negative regulation of response to type II interferon",25907,14334,"GO:0034341;GO:0045824;GO:0060330;GO:0060761"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0002445","GO:BP","type II hypersensitivity",25907,966,"GO:0002444;GO:0002524;GO:0016064"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0001969","GO:BP","regulation of activation of membrane attack complex",25907,573,"GO:0001905;GO:0030449"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0001794","GO:BP","type IIa hypersensitivity",25907,449,"GO:0002445"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0006149","GO:BP","deoxyinosine catabolic process",25907,1988,"GO:0046094;GO:0046124"
"query_1",TRUE,0.0425908465452403,1426,53,8,0.150943396226415,0.00561009817671809,"GO:0023057","GO:BP","negative regulation of signaling",25907,6609,"GO:0023051;GO:0023052;GO:0048519"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:1904714","GO:BP","regulation of chaperone-mediated autophagy",25907,23671,"GO:0010506;GO:0042176;GO:0061684"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0035846","GO:BP","oviduct epithelium development",25907,9211,"GO:0003006;GO:0060066;GO:0060429"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0071724","GO:BP","response to diacyl bacterial lipopeptide",25907,16653,"GO:0070339"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0038124","GO:BP","toll-like receptor TLR6:TLR2 signaling pathway",25907,9628,"GO:0002224"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0098711","GO:BP","iron ion import across plasma membrane",25907,18593,"GO:0033212;GO:0034755;GO:0098659"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0071726","GO:BP","cellular response to diacyl bacterial lipopeptide",25907,16655,"GO:0071221;GO:0071724"
"query_1",TRUE,0.0425908465452403,196,53,3,0.0566037735849057,0.0153061224489796,"GO:0070374","GO:BP","positive regulation of ERK1 and ERK2 cascade",25907,15861,"GO:0043410;GO:0070371;GO:0070372"
"query_1",TRUE,0.0425908465452403,65,53,2,0.0377358490566038,0.0307692307692308,"GO:0032722","GO:BP","positive regulation of chemokine production",25907,7712,"GO:0001819;GO:0032602;GO:0032642"
"query_1",TRUE,0.0425908465452403,4,53,1,0.0188679245283019,0.25,"GO:0042494","GO:BP","detection of bacterial lipoprotein",25907,10129,"GO:0016045;GO:0032490;GO:0032493"
"query_1",TRUE,0.0425908465452403,65,53,2,0.0377358490566038,0.0307692307692308,"GO:0030888","GO:BP","regulation of B cell proliferation",25907,6916,"GO:0042100;GO:0050670;GO:0050864"
"query_1",TRUE,0.0433335297676406,67,53,2,0.0377358490566038,0.0298507462686567,"GO:0001960","GO:BP","negative regulation of cytokine-mediated signaling pathway",25907,567,"GO:0001959;GO:0009968;GO:0019221;GO:0060761"
"query_1",TRUE,0.0455714457026724,69,53,2,0.0377358490566038,0.0289855072463768,"GO:0032637","GO:BP","interleukin-8 production",25907,7629,"GO:0001816"
"query_1",TRUE,0.0455714457026724,69,53,2,0.0377358490566038,0.0289855072463768,"GO:0032677","GO:BP","regulation of interleukin-8 production",25907,7668,"GO:0001817;GO:0032637"
"query_1",TRUE,0.0460623159433168,6679,53,22,0.415094339622642,0.00329390627339422,"GO:0019222","GO:BP","regulation of metabolic process",25907,5569,"GO:0008152;GO:0050794"
"query_1",TRUE,0.0462427596352623,627,53,5,0.0943396226415094,0.00797448165869218,"GO:0051248","GO:BP","negative regulation of protein metabolic process",25907,13413,"GO:0010605;GO:0019538;GO:0051246"
"query_1",TRUE,0.0464129204774693,70,53,2,0.0377358490566038,0.0285714285714286,"GO:0031102","GO:BP","neuron projection regeneration",25907,6991,"GO:0031099;GO:0031175;GO:0033554"
"query_1",TRUE,0.0471388158287501,6280,53,21,0.39622641509434,0.00334394904458599,"GO:0048856","GO:BP","anatomical structure development",25907,12931,"GO:0032502"
"query_1",TRUE,0.0471388158287501,71,53,2,0.0377358490566038,0.028169014084507,"GO:1905330","GO:BP","regulation of morphogenesis of an epithelium",25907,24150,"GO:0002009;GO:0022603"
"query_1",TRUE,0.0471388158287501,71,53,2,0.0377358490566038,0.028169014084507,"GO:0060761","GO:BP","negative regulation of response to cytokine stimulus",25907,14714,"GO:0034097;GO:0048585;GO:0060759"
"query_1",TRUE,0.0471388158287501,71,53,2,0.0377358490566038,0.028169014084507,"GO:2000379","GO:BP","positive regulation of reactive oxygen species metabolic process",25907,25251,"GO:0009893;GO:0072593;GO:2000377"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0071226","GO:BP","cellular response to molecule of fungal origin",25907,16258,"GO:0002238;GO:0071216"
"query_1",TRUE,0.0480705521219846,73,53,2,0.0377358490566038,0.0273972602739726,"GO:0002224","GO:BP","toll-like receptor signaling pathway",25907,756,"GO:0002221"
"query_1",TRUE,0.0480705521219846,4666,53,17,0.320754716981132,0.00364337762537505,"GO:0051234","GO:BP","establishment of localization",25907,13403,"GO:0051179"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0071221","GO:BP","cellular response to bacterial lipopeptide",25907,16253,"GO:0070339;GO:0071220"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0042453","GO:BP","deoxyguanosine metabolic process",25907,10099,"GO:0046122"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0001905","GO:BP","activation of membrane attack complex",25907,521,"GO:0006956"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0071593","GO:BP","lymphocyte aggregation",25907,16552,"GO:0070486"
"query_1",TRUE,0.0480705521219846,216,53,3,0.0566037735849057,0.0138888888888889,"GO:0042098","GO:BP","T cell proliferation",25907,9874,"GO:0042110;GO:0046651"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0071220","GO:BP","cellular response to bacterial lipoprotein",25907,16252,"GO:0032493;GO:0071219"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0110091","GO:BP","negative regulation of hippocampal neuron apoptotic process",25907,19146,"GO:0043524;GO:0110088;GO:0110089"
"query_1",TRUE,0.0480705521219846,900,53,6,0.113207547169811,0.00666666666666667,"GO:0098657","GO:BP","import into cell",25907,18564,"GO:0006810"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0046090","GO:BP","deoxyadenosine metabolic process",25907,11704,"GO:0046122"
"query_1",TRUE,0.0480705521219846,8499,53,26,0.490566037735849,0.0030591834333451,"GO:0032501","GO:BP","multicellular organismal process",25907,7557,"GO:0008150"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0046110","GO:BP","xanthine metabolic process",25907,11724,"GO:0006144"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0046967","GO:BP","cytosol to endoplasmic reticulum transport",25907,12285,"GO:0046907;GO:0055085"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:2000097","GO:BP","regulation of smooth muscle cell-matrix adhesion",25907,25011,"GO:0001952;GO:0061302"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0045345","GO:BP","positive regulation of MHC class I biosynthetic process",25907,11206,"GO:0010557;GO:0045341;GO:0045343"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0010044","GO:BP","response to aluminum ion",25907,3838,"GO:0010038"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0006161","GO:BP","deoxyguanosine catabolic process",25907,1992,"GO:0042453;GO:0046124"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0006157","GO:BP","deoxyadenosine catabolic process",25907,1991,"GO:0046090;GO:0046124"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0006147","GO:BP","guanine catabolic process",25907,1986,"GO:0006145;GO:0046098"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0070339","GO:BP","response to bacterial lipopeptide",25907,15837,"GO:0032493"
"query_1",TRUE,0.0480705521219846,5,53,1,0.0188679245283019,0.2,"GO:0051715","GO:BP","cytolysis in another organism",25907,13718,"GO:0019835;GO:0031640"
"query_1",TRUE,0.0483776508648208,1804,53,9,0.169811320754717,0.00498891352549889,"GO:0048870","GO:BP","cell motility",25907,12944,"GO:0009987"
"query_1",TRUE,0.0483776508648208,908,53,6,0.113207547169811,0.0066079295154185,"GO:0098609","GO:BP","cell-cell adhesion",25907,18556,"GO:0007155"
"query_1",TRUE,0.0484571914180637,75,53,2,0.0377358490566038,0.0266666666666667,"GO:0002437","GO:BP","inflammatory response to antigenic stimulus",25907,958,"GO:0006954;GO:0006955"
"query_1",TRUE,0.0490601217061701,3558,53,14,0.264150943396226,0.00393479482855537,"GO:0023051","GO:BP","regulation of signaling",25907,6606,"GO:0023052;GO:0050789"
"query_1",TRUE,0.0491421585703974,3560,53,14,0.264150943396226,0.00393258426966292,"GO:0010646","GO:BP","regulation of cell communication",25907,4275,"GO:0007154;GO:0050794"
"query_1",TRUE,0.0491421585703974,76,53,2,0.0377358490566038,0.0263157894736842,"GO:0097192","GO:BP","extrinsic apoptotic signaling pathway in absence of ligand",25907,18296,"GO:0038034;GO:0097191"
"query_1",TRUE,0.0491421585703974,76,53,2,0.0377358490566038,0.0263157894736842,"GO:0070228","GO:BP","regulation of lymphocyte apoptotic process",25907,15774,"GO:0070227;GO:2000106"
"query_1",TRUE,0.0495565798475423,223,53,3,0.0566037735849057,0.0134529147982063,"GO:0097191","GO:BP","extrinsic apoptotic signaling pathway",25907,18295,"GO:0007166;GO:0097190"
"query_1",TRUE,1.38334653269395e-09,173,34,11,0.323529411764706,0.0635838150289017,"KEGG:04145","KEGG","Phagosome",9330,281,"KEGG:00000"
"query_1",TRUE,2.16872005949356e-05,82,34,6,0.176470588235294,0.0731707317073171,"KEGG:04612","KEGG","Antigen processing and presentation",9330,322,"KEGG:00000"
"query_1",TRUE,2.16872005949356e-05,87,34,6,0.176470588235294,0.0689655172413793,"KEGG:05416","KEGG","Viral myocarditis",9330,493,"KEGG:00000"
"query_1",TRUE,6.62391098223743e-05,180,34,7,0.205882352941176,0.0388888888888889,"KEGG:05152","KEGG","Tuberculosis",9330,440,"KEGG:00000"
"query_1",TRUE,6.62391098223743e-05,445,34,10,0.294117647058824,0.0224719101123595,"KEGG:05168","KEGG","Herpes simplex virus 1 infection",9330,449,"KEGG:00000"
"query_1",TRUE,0.000226609622442409,223,34,7,0.205882352941176,0.031390134529148,"KEGG:05169","KEGG","Epstein-Barr virus infection",9330,450,"KEGG:00000"
"query_1",TRUE,0.000251303608121414,232,34,7,0.205882352941176,0.0301724137931034,"KEGG:05170","KEGG","Human immunodeficiency virus 1 infection",9330,451,"KEGG:00000"
"query_1",TRUE,0.000263959481844741,93,34,5,0.147058823529412,0.0537634408602151,"KEGG:04610","KEGG","Complement and coagulation cascades",9330,320,"KEGG:00000"
"query_1",TRUE,0.000403732387386276,174,34,6,0.176470588235294,0.0344827586206897,"KEGG:04514","KEGG","Cell adhesion molecules",9330,315,"KEGG:00000"
"query_1",TRUE,0.000431586720235259,55,34,4,0.117647058823529,0.0727272727272727,"KEGG:05330","KEGG","Allograft rejection",9330,486,"KEGG:00000"
"query_1",TRUE,0.000431586720235259,55,34,4,0.117647058823529,0.0727272727272727,"KEGG:05332","KEGG","Graft-versus-host disease",9330,487,"KEGG:00000"
"query_1",TRUE,0.000522534878845396,59,34,4,0.117647058823529,0.0677966101694915,"KEGG:05134","KEGG","Legionellosis",9330,431,"KEGG:00000"
"query_1",TRUE,0.000586653628488387,62,34,4,0.117647058823529,0.0645161290322581,"KEGG:04940","KEGG","Type I diabetes mellitus",9330,394,"KEGG:00000"
"query_1",TRUE,0.000614705746342679,203,34,6,0.176470588235294,0.0295566502463054,"KEGG:04613","KEGG","Neutrophil extracellular trap formation",9330,323,"KEGG:00000"
"query_1",TRUE,0.000745481001682228,71,34,4,0.117647058823529,0.0563380281690141,"KEGG:05320","KEGG","Autoimmune thyroid disease",9330,482,"KEGG:00000"
"query_1",TRUE,0.000745481001682228,220,34,6,0.176470588235294,0.0272727272727273,"KEGG:05203","KEGG","Viral carcinogenesis",9330,455,"KEGG:00000"
"query_1",TRUE,0.000745481001682228,216,34,6,0.176470588235294,0.0277777777777778,"KEGG:05167","KEGG","Kaposi sarcoma-associated herpesvirus infection",9330,448,"KEGG:00000"
"query_1",TRUE,0.000745481001682228,70,34,4,0.117647058823529,0.0571428571428571,"KEGG:05140","KEGG","Leishmaniasis",9330,433,"KEGG:00000"
"query_1",TRUE,0.00103484474097127,79,34,4,0.117647058823529,0.0506329113924051,"KEGG:04662","KEGG","B cell receptor signaling pathway",9330,339,"KEGG:00000"
