"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.0012901907013059,248,34,6,0.176470588235294,0.0241935483870968,"KEGG:05163","KEGG","Human cytomegalovirus infection",9330,444,"KEGG:00000"
"query_1",TRUE,0.00443506582781021,208,34,5,0.147058823529412,0.0240384615384615,"KEGG:04621","KEGG","NOD-like receptor signaling pathway",9330,326,"KEGG:00000"
"query_1",TRUE,0.00453603948871573,121,34,4,0.117647058823529,0.0330578512396694,"KEGG:05150","KEGG","Staphylococcus aureus infection",9330,439,"KEGG:00000"
"query_1",TRUE,0.00722928031349486,353,34,6,0.176470588235294,0.0169971671388102,"KEGG:05165","KEGG","Human papillomavirus infection",9330,446,"KEGG:00000"
"query_1",TRUE,0.0076248781613733,242,34,5,0.147058823529412,0.0206611570247934,"KEGG:05166","KEGG","Human T-cell leukemia virus 1 infection",9330,447,"KEGG:00000"
"query_1",TRUE,0.0116244233114724,77,34,3,0.0882352941176471,0.038961038961039,"KEGG:05133","KEGG","Pertussis",9330,430,"KEGG:00000"
"query_1",TRUE,0.0148484382362183,175,34,4,0.117647058823529,0.0228571428571429,"KEGG:04218","KEGG","Cellular senescence",9330,295,"KEGG:00000"
"query_1",TRUE,0.034216865664395,118,34,3,0.0882352941176471,0.0254237288135593,"KEGG:04650","KEGG","Natural killer cell mediated cytotoxicity",9330,334,"KEGG:00000"
"query_1",TRUE,0.034216865664395,118,34,3,0.0882352941176471,0.0254237288135593,"KEGG:04670","KEGG","Leukocyte transendothelial migration",9330,343,"KEGG:00000"
"query_1",TRUE,0.0419843992428255,243,34,4,0.117647058823529,0.0164609053497942,"KEGG:05171","KEGG","Coronavirus disease - COVID-19",9330,452,"KEGG:00000"
